ISIN,Fund Reporting Period End Date,Currency,Excess of reporting income over distribution
IE00BCLWRB83,28/02/2018,USD,0.88210
IE0032895942,28/02/2018,USD,0.00000
IE00BYXYYJ35,28/02/2018,USD,0.14800
IE00BF3N6Y61,28/02/2018,USD,0.00410
IE00B14X4S71,28/02/2018,USD,0.00000
IE00BYXPSP02,28/02/2018,USD,0.05360
IE0032523478,28/02/2018,EUR,0.00440
IE00B14X4Q57,28/02/2018,EUR,0.00000
IE00B66F4759,28/02/2018,EUR,0.00000
IE00BF3N7094,28/02/2018,EUR,0.07730
IE00BF3NC260,28/02/2018,EUR,0.04150
IE00B0M62X26,28/02/2018,EUR,2.01370
IE00B5L65R35,28/02/2018,GBP,0.02890
IE00B0M62Y33,28/02/2018,EUR,0.00000
IE00B14X4T88,28/02/2018,USD,0.00100
IE00B02KXK85,28/02/2018,USD,0.00000
IE00B00FV011,28/02/2018,GBP,0.00000
IE0005042456,28/02/2018,GBP,0.00000
IE00BYZ28W67,28/02/2018,GBP,0.04290
IE00BKM4GZ66,28/02/2018,USD,0.46870
IE00B0M62S72,28/02/2018,EUR,0.00000
IE00B02KXL92,28/02/2018,EUR,0.00000
IE00B02KXM00,28/02/2018,EUR,0.00120
IE00B0M62V02,28/02/2018,EUR,0.00000
IE00B0M62T89,28/02/2018,EUR,0.00000
IE00B0M63284,28/02/2018,EUR,0.01860
IE00B00FV128,28/02/2018,GBP,0.00020
IE0004855221,28/02/2018,EUR,0.00960
IE0030974079,28/02/2018,EUR,0.00000
IE00B7J7TB45,28/02/2018,USD,0.02450
IE00BF3N6Z78,28/02/2018,USD,0.06970
IE00B74DQ490,28/02/2018,USD,0.76080
IE00BYWZ0440,28/02/2018,USD,0.08360
IE00B0M63730,28/02/2018,USD,0.00080
IE00B0M63516,28/02/2018,USD,0.00510
IE00B0M63953,28/02/2018,USD,0.00000
IE00B0M63177,28/02/2018,USD,0.00000
IE00BVDPJP67,28/02/2018,GBP,0.00000
IE00B14X4N27,28/02/2018,EUR,0.00220
IE00B02KXH56,28/02/2018,USD,0.00000
IE00BCLWRG39,28/02/2018,USD,0.29970
IE00B0M63391,28/02/2018,USD,0.01940
IE00B14X4M10,28/02/2018,USD,0.00000
IE00B0M63623,28/02/2018,USD,0.00000
IE00B0M62Q58,28/02/2018,USD,0.00000
IE0031442068,28/02/2018,USD,0.00000
IE00B0M63060,28/02/2018,GBP,0.00000
IE00BD45KH83,28/02/2018,USD,0.00160
IE00B87RLX93,31/03/2018,EUR,0.08000
IE00B8KGV557,31/03/2018,USD,0.67710
IE00B86MWN23,31/03/2018,EUR,1.51960
IE00BG13YK79,31/03/2018,EUR,0.00000
IE00B8FHGS14,31/03/2018,USD,0.82350
IE00BYXPXL17,31/03/2018,USD,0.07310
IE00BD1JRZ09,31/03/2018,USD,0.00850
IE00B6SPMN59,31/03/2018,USD,0.91530
IE00BYX8XD24,31/03/2018,USD,0.12560
IE00BD93YH54,31/03/2018,USD,0.00000
IE00B87G8S03,31/03/2018,USD,0.00770
IE00B9M6SJ31,31/03/2018,EUR,0.03230
IE00B988C465,31/03/2018,CHF,0.00000
IE00B8KQFS66,31/03/2018,GBP,0.62050
IE00B9M04V95,31/03/2018,CHF,0.00010
IE00B9M6RS56,31/03/2018,EUR,0.01500
IE00B8J37J31,31/03/2018,CHF,0.65030
IE00B8BVCK12,31/03/2018,CHF,0.64390
IE00B88DZ566,31/03/2018,CHF,0.65190
IE00BYXYX745,31/03/2018,EUR,0.00100
IE00BF20LF40,31/03/2018,EUR,0.05600
IE00BDFL4P12,31/03/2018,USD,0.00000
IE00BDQZ5152,30/06/2018,USD,0.00460
IE00B4L60H17,30/06/2018,GBP,0.00000
IE00B3DKXQ41,30/06/2018,EUR,0.00000
IE00B4L60045,30/06/2018,EUR,0.00000
IE00BSKRK281,30/06/2018,EUR,0.00000
IE00B4L5ZY03,30/06/2018,EUR,0.00410
IE00B4L5ZG21,30/06/2018,EUR,0.00000
IE00B3B8Q275,30/06/2018,EUR,0.00000
IE00B3FH7618,30/06/2018,EUR,0.00000
IE00B4WXJG34,30/06/2018,EUR,0.00150
IE00B4WXJH41,30/06/2018,EUR,0.00000
IE00B3F81R35,30/06/2018,EUR,0.01550
IE00BF11F565,30/06/2018,EUR,0.01670
IE00BDFJYN35,30/06/2018,EUR,0.00000
IE00B4WXJJ64,30/06/2018,EUR,0.00660
IE00B4L5YX21,30/06/2018,USD,0.65710
IE00B4L5Y983,30/06/2018,USD,0.96720
IE00BD45YS76,30/06/2018,USD,0.00000
IE00B6QGFW01,30/06/2018,USD,0.00000
IE00BFM6T814,30/06/2018,USD,0.01330
IE00B3F81409,30/06/2018,USD,0.00240
IE00BZ043R46,30/06/2018,USD,0.04490
IE00BF540Y54,30/06/2018,USD,0.00000
IE00BDBRDM35,30/06/2018,USD,0.02280
IE00BD1JRY91,30/06/2018,USD,0.01200
IE00BYZ28V50,30/06/2018,USD,0.02370
IE00BDFK3H31,30/06/2018,USD,0.00000
IE00B3F81K65,30/06/2018,USD,0.08610
IE00B3B8PX14,30/06/2018,USD,0.15450
IE00BD8PH174,30/06/2018,USD,0.00000
IE00BFZPF546,30/06/2018,USD,0.02270
IE00B5M4WH52,30/06/2018,USD,0.07260
IE00B5377D42,30/06/2018,USD,2.52450
IE00B3F81G20,30/06/2018,USD,0.00010
IE00B4L5YC18,30/06/2018,USD,0.63550
IE00B4K48X80,30/06/2018,EUR,1.40180
IE00B2QWDY88,30/06/2018,USD,0.04870
IE00B4WXJD03,30/06/2018,USD,0.00870
IE00B52XQP83,30/06/2018,USD,0.58260
IE00BRHZ0398,30/06/2018,GBP,0.00010
IE00BRHZ0620,30/06/2018,USD,0.00000
IE00BF4RFH31,30/06/2018,USD,0.02840
IE00B2QWCY14,30/06/2018,USD,0.00000
IE00B4WXJK79,30/06/2018,GBP,0.00000
IE00B3VWN179,31/07/2018,USD,1.06440
IE00B3VWN393,31/07/2018,USD,1.39210
IE00BFXYHY63,31/07/2018,USD,0.00000
IE00B3VWN518,31/07/2018,USD,2.69800
IE00B3VTMJ91,31/07/2018,EUR,0.00000
IE00B3VTML14,31/07/2018,EUR,0.27280
IE00B3VTN290,31/07/2018,EUR,1.33010
IE00B53L3W79,31/07/2018,EUR,3.43390
IE00B52MJY50,31/07/2018,USD,4.54860
IE00B5BMR087,31/07/2018,USD,3.75520
IE00BD8KRH84,31/07/2018,USD,0.00000
IE00B53L4350,31/07/2018,USD,4.37350
IE00B53HP851,31/07/2018,GBP,4.41740
IE00B53L4X51,31/07/2018,EUR,2.20230
IE00B59L7C92,31/07/2018,USD,1.56990
IE00B52SF786,31/07/2018,USD,2.28330
IE00B5L8K969,31/07/2018,USD,2.23640
IE00BWK1SP74,31/07/2018,CHF,0.12110
IE00B3VWMM18,31/07/2018,EUR,4.19910
IE00B53QG562,31/07/2018,EUR,3.26020
IE00BYXZ2585,31/07/2018,EUR,0.00480
IE00BG0J9Y53,31/07/2018,EUR,0.00000
IE00BWZN1T31,31/07/2018,USD,0.18030
IE00B53QDK08,31/07/2018,USD,2.00870
IE00B5W4TY14,31/07/2018,USD,1.80450
IE00B5WHFQ43,31/07/2018,USD,1.35660
IE00B5V87390,31/07/2018,USD,4.19320
IE00B3VWLG82,31/07/2018,GBP,3.68180
IE00B539F030,31/07/2018,GBP,4.14320
IE00B3VWM098,31/07/2018,USD,2.55400
IE00B52SFT06,31/07/2018,USD,3.04150
IE00B53SZB19,31/07/2018,USD,1.56260
IE00B52MJD48,31/07/2018,JPY,276.93800
IE00BF5LJ058,31/07/2018,EUR,0.08590
IE00BVC3VM20,28/09/2018,USD,0.00470
IE00BZ171348,04/01/2019,USD,0.03590
IE00BD9FM223,21/02/2019,USD,0.06630
IE00BCLWRB83,28/02/2019,USD,0.00460
IE00BZ173W74,28/02/2019,USD,0.10920
IE0032895942,28/02/2019,USD,0.17080
IE00BYXYYJ35,28/02/2019,USD,0.18960
IE00BF3N6Y61,28/02/2019,USD,0.00000
IE00BDFK3736,28/02/2019,USD,0.00000
IE00BGR7L912,28/02/2019,USD,0.00350
IE00BGSF1X88,28/02/2019,USD,0.00330
IE00B14X4S71,28/02/2019,USD,0.00000
IE00BYXPSP02,28/02/2019,USD,0.10540
IE00BDFK1573,28/02/2019,USD,0.10990
IE00BDFK1N50,28/02/2019,USD,0.00000
IE00BDDRHB81,28/02/2019,USD,0.29860
IE0032523478,28/02/2019,EUR,0.00000
IE00B14X4Q57,28/02/2019,EUR,0.00000
IE00B66F4759,28/02/2019,EUR,0.00000
IE00BF3N7094,28/02/2019,EUR,0.17560
IE00BF3NC260,28/02/2019,EUR,0.15000
IE00B0M62X26,28/02/2019,EUR,2.31280
IE00B5L65R35,28/02/2019,GBP,0.01400
IE00B0M62Y33,28/02/2019,EUR,0.00000
IE00B14X4T88,28/02/2019,USD,0.00000
IE00B02KXK85,28/02/2019,USD,0.05070
IE00B00FV011,28/02/2019,GBP,0.03530
IE0005042456,28/02/2019,GBP,0.00010
IE00BYZ28W67,28/02/2019,GBP,0.15330
IE00BKM4GZ66,28/02/2019,USD,0.52640
IE00B0M62S72,28/02/2019,EUR,0.00240
IE00B02KXL92,28/02/2019,EUR,0.00260
IE00B02KXM00,28/02/2019,EUR,0.00000
IE00B0M62V02,28/02/2019,EUR,0.00000
IE00B0M62T89,28/02/2019,EUR,0.00000
IE00B0M63284,28/02/2019,EUR,0.00310
IE00BGDQ0L74,28/02/2019,EUR,0.00000
IE00B00FV128,28/02/2019,GBP,0.00000
IE0004855221,28/02/2019,EUR,0.00000
IE0030974079,28/02/2019,EUR,0.03710
IE00B7J7TB45,28/02/2019,USD,0.00000
IE00BF3N6Z78,28/02/2019,USD,0.13650
IE00BDFK3G24,28/02/2019,USD,0.00580
IE00BFM6TB42,28/02/2019,USD,0.11390
IE00B74DQ490,28/02/2019,USD,0.00000
IE00BYWZ0440,28/02/2019,USD,0.28730
IE00B0M63730,28/02/2019,USD,0.00110
IE00B0M63516,28/02/2019,USD,0.00000
IE00B0M63953,28/02/2019,USD,0.00640
IE00B0M63177,28/02/2019,USD,0.00020
IE00BVDPJP67,28/02/2019,GBP,0.04100
IE00B14X4N27,28/02/2019,EUR,0.00420
IE00B02KXH56,28/02/2019,USD,0.00490
IE00BCLWRG39,28/02/2019,USD,0.69440
IE00B0M63391,28/02/2019,USD,0.00000
IE00B14X4M10,28/02/2019,USD,0.00020
IE00B0M63623,28/02/2019,USD,0.06510
IE00B0M62Q58,28/02/2019,USD,0.00000
IE0031442068,28/02/2019,USD,0.00080
IE00B0M63060,28/02/2019,GBP,0.00000
IE00B87RLX93,31/03/2019,EUR,0.12500
IE00BZ1NCS44,31/03/2019,USD,0.00000
IE00BDFL4P12,31/03/2019,USD,0.00000
IE00B8KGV557,31/03/2019,USD,0.43850
IE00B86MWN23,31/03/2019,EUR,0.98870
IE00BG13YK79,31/03/2019,EUR,0.00250
IE00B8FHGS14,31/03/2019,USD,0.70030
IE00BYXPXL17,31/03/2019,USD,0.12640
IE00BD1JRZ09,31/03/2019,USD,0.04590
IE00BGPP8L80,31/03/2019,USD,0.01610
IE00B6SPMN59,31/03/2019,USD,0.68850
IE00BYX8XD24,31/03/2019,USD,0.11510
IE00BD93YH54,31/03/2019,USD,0.00060
IE00B87G8S03,31/03/2019,USD,0.00000
IE00B9M6SJ31,31/03/2019,EUR,0.00000
IE00B988C465,31/03/2019,CHF,0.00000
IE00B8KQFS66,31/03/2019,GBP,0.00000
IE00B9M04V95,31/03/2019,CHF,0.00000
IE00B9M6RS56,31/03/2019,EUR,0.00000
IE00BYXYX745,31/03/2019,EUR,0.01480
IE00BF20LF40,31/03/2019,EUR,0.92520
IE00B8J37J31,31/03/2019,CHF,0.72550
IE00B8BVCK12,31/03/2019,CHF,0.68200
IE00B88DZ566,31/03/2019,CHF,0.68980
IE00BCRY5Y77,31/05/2019,USD,0.02090
IE00BYXYYP94,31/05/2019,USD,0.12920
IE00BDDRH631,31/05/2019,USD,0.50790
IE00BCRY6003,31/05/2019,USD,0.06290
IE00BZ17CN18,31/05/2019,USD,0.25230
IE00BSKRJZ44,31/05/2019,USD,0.00490
IE00BD8PGZ49,31/05/2019,USD,0.01610
IE00BD8PH067,31/05/2019,USD,0.00070
IE00BFM6TC58,31/05/2019,USD,0.14550
IE00BCRY6227,31/05/2019,USD,0.05460
IE00BGCSB447,31/05/2019,USD,0.12460
IE00BCRY6441,31/05/2019,GBP,0
IE00BSKRJX20,31/05/2019,EUR,0.00130
IE00BCRY6557,31/05/2019,EUR,0
IE00BYZK4669,31/05/2019,USD,0.09750
IE00BYZK4552,31/05/2019,USD,0.09090
IE00BYWZ0333,31/05/2019,USD,0.00240
IE00BG0J4C88,31/05/2019,USD,0.01590
IE00BG0J4841,31/05/2019,USD,0.00010
IE00BYZK4883,31/05/2019,USD,0.05130
IE00BG0SKF03,31/05/2019,USD,0.31470
IE00BF2PG656,31/05/2019,EUR,0.11480
IE00BQN1K786,31/05/2019,EUR,0.11300
IE00BG13YJ64,31/05/2019,EUR,0.08020
IE00BZ0PKV06,31/05/2019,EUR,0.17200
IE00BG13YL86,31/05/2019,EUR,0
IE00BQN1K562,31/05/2019,EUR,0.11470
IE00BG13YG34,31/05/2019,EUR,0
IE00BQN1KC32,31/05/2019,EUR,0.10500
IE00BQN1K901,31/05/2019,EUR,0.22880
IE00BG13YH41,31/05/2019,EUR,0
IE00BD1F4N50,31/05/2019,USD,0.04420
IE00BFF5RZ82,31/05/2019,USD,0
IE00BZ0PKS76,31/05/2019,USD,0.09230
IE00BG13YZ23,31/05/2019,USD,0.00260
IE00BD1F4L37,31/05/2019,USD,0.02680
IE00BF2QSQ20,31/05/2019,USD,0.00010
IE00BD1F4K20,31/05/2019,USD,0.04500
IE00BD1F4M44,31/05/2019,USD,0.19450
IE00BFF5RX68,31/05/2019,USD,0.00270
IE00BP3QZ825,31/05/2019,USD,0.48340
IE00BZ0PKT83,31/05/2019,USD,0.14740
IE00BYXPXK00,31/05/2019,USD,0.10210
IE00BF450720,31/05/2019,USD,0.24500
IE00BP3QZ601,31/05/2019,USD,0.49910
IE00BP3QZD73,31/05/2019,USD,0.44260
IE00BP3QZB59,31/05/2019,USD,0.79160
IE00BFYTYS33,31/05/2019,USD,0.00010
IE00BGL86Z12,31/05/2019,USD,0.03290
IE00BYM31M36,31/05/2019,USD,0
IE00BDFJYP58,31/05/2019,USD,0.23350
IE00BDFK1680,31/05/2019,USD,0
IE00BF3N7219,31/05/2019,USD,0
IE00BYZK4776,31/05/2019,USD,0.01400
IE00BQT3WG13,31/05/2019,USD,0.01830
IE00BFNM3P36,31/05/2019,USD,0.05090
IE00BFNM3N12,31/05/2019,USD,0.00010
IE00BYVJRP78,31/05/2019,USD,0.09470
IE00BGDQ0T50,31/05/2019,USD,0
IE00BHZPJ015,31/05/2019,USD,0.09150
IE00BHZPHZ28,31/05/2019,USD,0.00010
IE00BFNM3B99,31/05/2019,EUR,0.10780
IE00BFNM3C07,31/05/2019,EUR,0.00000
IE00BCLWRF22,31/05/2019,EUR,1.80740
IE00BCLWRD08,31/05/2019,EUR,1.05800
IE00BHZPJ676,31/05/2019,USD,0.00010
IE00BHZPJ783,31/05/2019,USD,0.06300
IE00BFNM3D14,31/05/2019,EUR,0.11810
IE00BFNM3F38,31/05/2019,EUR,0.00010
IE00BP3QZJ36,31/05/2019,EUR,1.11830
IE00BZCQB185,31/05/2019,USD,0.01670
IE00BHZPJ452,31/05/2019,USD,0.00200
IE00BHZPJ346,31/05/2019,USD,0.02390
IE00BFNM3L97,31/05/2019,USD,0.00620
IE00BFNM3M05,31/05/2019,USD,0.00010
IE00BYVJRQ85,31/05/2019,EUR,0.14720
IE00BYX8XC17,31/05/2019,USD,0.05630
IE00BGDQ0V72,31/05/2019,USD,0.00000
IE00BHZPJ908,31/05/2019,USD,0.00940
IE00BHZPJ890,31/05/2019,USD,0.01780
IE00BFNM3G45,31/05/2019,USD,0.02180
IE00BFNM3H51,31/05/2019,USD,0.00200
IE00BYVJRR92,31/05/2019,USD,0.06880
IE00BZ173T46,31/05/2019,USD,0
IE00BZ173V67,31/05/2019,USD,0
IE00BHZPJ569,31/05/2019,USD,0.02400
IE00BG11HV38,31/05/2019,USD,0
IE00BFNM3J75,31/05/2019,USD,0.02280
IE00BFNM3K80,31/05/2019,USD,0.00440
IE00BYX2JD69,31/05/2019,USD,0.07860
IE00BDZZTM54,31/05/2019,USD,0.00130
IE00BYXG2H39,31/05/2019,USD,0.00340
IE00BDZVHG35,31/05/2019,USD,0
IE00BD3RYZ16,31/05/2019,SEK,2.14950
IE00BP3QZG05,31/05/2019,USD,0.05800
IE00BD0B9B76,31/05/2019,USD,0.09590
IE00BQT3VN15,31/05/2019,USD,0.12920
IE00BZ6V7883,31/05/2019,USD,0.00450
IE00BYXYYN70,31/05/2019,USD,0.15570
IE00BDQZ5152,30/06/2019,USD,0.00000
IE00B3DKXQ41,30/06/2019,EUR,0.03900
IE00B4L60045,30/06/2019,EUR,0.00000
IE00BSKRK281,30/06/2019,EUR,0.00000
IE00B4L5ZY03,30/06/2019,EUR,0.00000
IE00B4L5ZG21,30/06/2019,EUR,0.00140
IE00B3B8Q275,30/06/2019,EUR,0.00000
IE00B3FH7618,30/06/2019,EUR,0.00000
IE00B4WXJG34,30/06/2019,EUR,0.03020
IE00B4WXJH41,30/06/2019,EUR,0.25310
IE00B4L60H17,30/06/2019,GBP,0.00170
IE00B3F81R35,30/06/2019,EUR,0.00000
IE00BF11F565,30/06/2019,EUR,0.05770
IE00BDFJYN35,30/06/2019,EUR,0.00080
IE00B4WXJJ64,30/06/2019,EUR,0.00000
IE00B3F81409,30/06/2019,USD,0.00330
IE00BZ043R46,30/06/2019,USD,0.08670
IE00BF540Y54,30/06/2019,USD,0.01600
IE00BDBRDM35,30/06/2019,USD,0.09680
IE00BD1JRY91,30/06/2019,USD,0.08570
IE00BYV3HN70,30/06/2019,USD,0.04640
IE00B4K48X80,30/06/2019,EUR,1.33250
IE00B4L5YX21,30/06/2019,USD,0.72290
IE00BFM15T99,30/06/2019,USD,0.00000
IE00B4L5Y983,30/06/2019,USD,1.06850
IE00BD45YS76,30/06/2019,USD,0.00020
IE00BKBF6H24,30/06/2019,USD,0.00690
IE00B6QGFW01,30/06/2019,USD,0.01970
IE00BFM6T814,30/06/2019,USD,0.13330
IE00B3F81K65,30/06/2019,USD,0.00000
IE00BYZ28V50,30/06/2019,USD,0.00000
IE00BDFK3H31,30/06/2019,USD,0.00340
IE00BK7Y2P34,30/06/2019,USD,0.00130
IE00B3B8PX14,30/06/2019,USD,3.26320
IE00BD8PH174,30/06/2019,USD,0.00000
IE00B5M4WH52,30/06/2019,USD,0.00000
IE00BFZPF546,30/06/2019,USD,0.27350
IE00B5377D42,30/06/2019,USD,1.82280
IE00B3F81G20,30/06/2019,USD,0.00250
IE00B4L5YC18,30/06/2019,USD,0.67930
IE00B2QWDY88,30/06/2019,USD,0.00000
IE00B4WXJD03,30/06/2019,USD,0.00000
IE00BYYR0489,30/06/2019,USD,0.00000
IE00BJ5JPJ87,30/06/2019,USD,0.00650
IE00B52XQP83,30/06/2019,USD,0.53060
IE00BRHZ0398,30/06/2019,GBP,0.00000
IE00BRHZ0620,30/06/2019,USD,0.00000
IE00BF4RFH31,30/06/2019,USD,0.05470
IE00B2QWCY14,30/06/2019,USD,0.00650
IE00B4WXJK79,30/06/2019,GBP,0.05750
IE00B3VWN179,31/07/2019,USD,2.48180
IE00B3VWN393,31/07/2019,USD,3.02870
IE00BFXYHY63,31/07/2019,USD,0.00000
IE00BJJPVP04,31/07/2019,USD,0.00020
IE00BGPP6473,31/07/2019,USD,0.00010
IE00B3VWN518,31/07/2019,USD,3.69220
IE00B3VTMJ91,31/07/2019,EUR,0.00000
IE00B3VTML14,31/07/2019,EUR,0.35610
IE00B3VTN290,31/07/2019,EUR,1.16930
IE00B53L3W79,31/07/2019,EUR,3.68260
IE00B53HP851,31/07/2019,GBP,4.54390
IE00B53QG562,31/07/2019,EUR,3.04900
IE00BYXZ2585,31/07/2019,EUR,0.00000
IE00BG0J9Y53,31/07/2019,EUR,0.00000
IE00BKBF6616,31/07/2019,EUR,0.01300
IE00B52MJY50,31/07/2019,USD,5.48430
IE00B5BMR087,31/07/2019,USD,4.51800
IE00BD8KRH84,31/07/2019,USD,0.00000
IE00B53L4350,31/07/2019,USD,5.42000
IE00BF5LJ058,31/07/2019,EUR,0.09930
IE00B53L4X51,31/07/2019,EUR,2.75080
IE00B59L7C92,31/07/2019,USD,2.00150
IE00B52SF786,31/07/2019,USD,3.03730
IE00B5L8K969,31/07/2019,USD,2.18340
IE00BWK1SP74,31/07/2019,CHF,0.14170
IE00B3VWMM18,31/07/2019,EUR,4.12910
IE00BWZN1T31,31/07/2019,USD,0.17550
IE00B53QDK08,31/07/2019,USD,2.40520
IE00B5W4TY14,31/07/2019,USD,1.50570
IE00B5WHFQ43,31/07/2019,USD,2.08720
IE00B5V87390,31/07/2019,USD,7.24260
IE00B3VWLG82,31/07/2019,GBP,5.47140
IE00B539F030,31/07/2019,GBP,4.75770
IE00B3VWM098,31/07/2019,USD,3.98160
IE00B52SFT06,31/07/2019,USD,3.49280
IE00B53SZB19,31/07/2019,USD,2.13600
IE00BYVQ9F29,31/07/2019,USD,0.02510
IE00B52MJD48,31/07/2019,JPY,370.70560
IE00BRHZ0620,25/09/2019,USD,0.12800
IE00B59L7C92,25/09/2019,USD,0.39230
IE00BQT3W831,29/09/2019,EUR,0.05720
IE00BG5QQ390,31/10/2019,USD,0.15030
IE00BZ048579,31/10/2019,USD,0.00010
IE00BK7Y2S64,31/10/2019,USD,0.06950
IE00BZ048462,31/10/2019,USD,0.00000
IE00BF11F458,31/10/2019,USD,0.00000
IE00BF7TPM11,31/10/2019,USD,0.00000
IE00BDFGJ627,31/10/2019,USD,0.15120
IE00BDDRDZ46,31/10/2019,USD,0.77210
IE00B4PY7Y77,31/10/2019,USD,0.00000
IE00BYXYYL56,31/10/2019,USD,0.29820
IE00BF3N7102,31/10/2019,USD,0.00000
IE00BDFJYL11,31/10/2019,USD,0.00000
IE00BDDRH961,31/10/2019,USD,1.48320
IE00BK6M1392,31/10/2019,USD,0.06940
IE00BDQYWQ65,31/10/2019,USD,0.00000
IE00BDZVHB89,31/10/2019,USD,0.00000
IE00B1FZSC47,31/10/2019,USD,5.89030
IE00BDZVH859,31/10/2019,USD,0.00000
IE00BDZVH966,31/10/2019,USD,0.15760
IE00B1FZS798,31/10/2019,USD,0.00000
IE00BGPP6580,31/10/2019,USD,0.00000
IE00BGPP6697,31/10/2019,USD,0.00000
IE00BK7Y2R57,31/10/2019,USD,0.04150
IE00BYZTVV78,31/10/2019,EUR,0.00000
IE00BYZTVT56,31/10/2019,EUR,0.00000
IE00BK74KV56,31/10/2019,EUR,0.00000
IE00BF5GB717,31/10/2019,EUR,0.00020
IE00B1FZS681,31/10/2019,EUR,0.00000
IE00B1FZS806,31/10/2019,EUR,0.00000
IE00B1FZS913,31/10/2019,EUR,0.03110
IE00B1FZSD53,31/10/2019,GBP,0.00000
IE00B1FZS244,31/10/2019,USD,0.00000
IE00BGDPWV87,31/10/2019,USD,0.09800
IE00B1W57M07,31/10/2019,USD,0.23260
IE0008471009,31/10/2019,EUR,0.00000
IE00B1YZSC51,31/10/2019,EUR,0.00000
IE00B1FZSB30,31/10/2019,GBP,0.00100
IE00B1FZS350,31/10/2019,USD,0.00500
IE00BDZVHC96,31/10/2019,USD,0.00000
IE00BDZVHD04,31/10/2019,USD,0.36480
IE00BFM6T921,31/10/2019,USD,0.12050
IE00B57X3V84,31/10/2019,USD,0.75790
IE00B2NPL135,31/10/2019,USD,0.00000
IE00BD5J2G21,31/10/2019,EUR,1.16620
IE00B1XNH568,31/10/2019,EUR,0.00000
IE00B1XNHC34,31/10/2019,USD,0.00000
IE00B1FZS467,31/10/2019,USD,0.00000
IE00B27YCF74,31/10/2019,USD,0.00000
IE00B1TXK627,31/10/2019,USD,0.00000
IE00B2NPKV68,31/10/2019,USD,0.00000
IE00BYXYYK40,31/10/2019,USD,0.26830
IE00BDFGJ734,31/10/2019,USD,0.00000
IE00BDDRH417,31/10/2019,USD,1.40560
IE00BJ5JPH63,31/10/2019,USD,0.14200
IE00BGQ0J979,31/10/2019,USD,0.12550
IE00BDDRDW15,31/10/2019,USD,0.00000
IE00BF553838,31/10/2019,USD,0.25590
IE00B1TXHL60,31/10/2019,USD,0.00000
IE00B2QWDR12,31/10/2019,USD,0.00000
IE00B27YCP72,31/10/2019,USD,0.00000
IE00B27YCK28,31/10/2019,USD,0.00000
IE00BYYHSM20,31/10/2019,EUR,0.00000
IE00B52VJ196,31/10/2019,EUR,0.98340
IE00BGDPWW94,31/10/2019,EUR,0.01210
IE00B1FZS574,31/10/2019,USD,0.00000
IE00B296QM64,31/10/2019,USD,0.00010
IE00BKM4H312,31/10/2019,USD,0.00000
IE00B27YCN58,31/10/2019,USD,0.00000
IE00BYYHSQ67,31/10/2019,USD,0.00000
IE0008470928,31/10/2019,EUR,0.00000
IE00B1TXLS18,31/10/2019,GBP,0.00000
IE00B44CGS96,31/10/2019,USD,0.00000
IE00BYXYYM63,31/10/2019,USD,0.14290
IE00BDFJYM28,31/10/2019,USD,0.15250
IE00BDFGJ841,31/10/2019,USD,0.00000
IE00B1FZSF77,31/10/2019,USD,0.00000
IE00BCLWRB83,29/02/2020,USD,0.00000
IE00BZ173W74,29/02/2020,USD,0.18690
IE0032895942,29/02/2020,USD,0.00000
IE00BYXYYJ35,29/02/2020,USD,0.19670
IE00BF3N6Y61,29/02/2020,USD,0.00000
IE00BDFK3736,29/02/2020,USD,0.01420
IE00BK7Y2Q41,29/02/2020,USD,0.11740
IE00BJBLQ842,29/02/2020,USD,0.08460
IE00BGR7L912,29/02/2020,USD,0.00000
IE00BGSF1X88,29/02/2020,USD,0.10180
IE00BJ5JMP33,29/02/2020,USD,0.42080
IE00B14X4S71,29/02/2020,USD,0.16450
IE00BYXPSP02,29/02/2020,USD,0.11470
IE00BDFK1573,29/02/2020,USD,0.12170
IE00BDFK1N50,29/02/2020,USD,0.00000
IE00BDDRHB81,29/02/2020,USD,0.59440
IE00BK7XZ629,29/02/2020,USD,0.07270
IE00BKTN1T54,29/02/2020,USD,0.00630
IE00BK95B138,29/02/2020,USD,0.00000
IE0032523478,29/02/2020,EUR,0.02760
IE00B14X4Q57,29/02/2020,EUR,0.00000
IE00B66F4759,29/02/2020,EUR,0.64380
IE00BF3N7094,29/02/2020,EUR,0.22530
IE00BF3NC260,29/02/2020,EUR,0.20950
IE00BK6NC514,29/02/2020,EUR,0.08470
IE00BJBLQ958,29/02/2020,EUR,0.06450
IE00B0M62X26,29/02/2020,EUR,1.76100
IE00B5L65R35,29/02/2020,GBP,0.05640
IE00B0M62Y33,29/02/2020,EUR,0.00000
IE00B14X4T88,29/02/2020,USD,0.02320
IE00B02KXK85,29/02/2020,USD,0.10480
IE00B00FV011,29/02/2020,GBP,0.01080
IE0005042456,29/02/2020,GBP,0.00000
IE00BYZ28W67,29/02/2020,GBP,0.10500
IE00BKM4GZ66,29/02/2020,USD,0.62450
IE00BD45KH83,29/02/2020,USD,0.00000
IE00B0M62S72,29/02/2020,EUR,0.00000
IE00B02KXL92,29/02/2020,EUR,0.00030
IE00B02KXM00,29/02/2020,EUR,0.00000
IE00B0M62V02,29/02/2020,EUR,0.00000
IE00B0M62T89,29/02/2020,EUR,0.00000
IE00B0M63284,29/02/2020,EUR,0.00000
IE00BGDQ0L74,29/02/2020,EUR,0.07190
IE00B00FV128,29/02/2020,GBP,0.00000
IE0004855221,29/02/2020,EUR,0.00000
